Tournament,Match ID,Player ID,Player,Number,Nation,Pos,Age,Min,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
UEFA Europa Conference League,ff4ffc83,ed9daa96,Stefán Þórðarson,8.0,is ISL,RM,23-362,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,aedaf328,Lukas Engel,29.0,dk DEN,LB,23-303,90.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,b644e40d,Joel Felix,4.0,dk DEN,CB,24-273,90.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0
UEFA Europa Conference League,ff4ffc83,4467ad95,Tobias Salquist,20.0,dk DEN,CB,27-148,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0
UEFA Europa Conference League,ff4ffc83,b66b8d5e,Oliver Sonne,5.0,dk DEN,RB,21-337,90.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,0.0
UEFA Europa Conference League,ff4ffc83,49fcd7b8,Nicolai Larsen,1.0,dk DEN,GK,31-218,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,f08490a6,Arnaut Groeneveld,9.0,nl NED,FW,25-269,77.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,14fb8217,9c36ed83,Nicolas Jackson,15.0,sn SEN,FW,21-129,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,540ec57b,Yeremi Pino,21.0,es ESP,FW,20-007,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,14fb8217,4a478107,José Luis Morales,22.0,es ESP,FW,35-096,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,14fb8217,518f2234,Alex Baena,16.0,es ESP,LM,21-099,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,d7553721,Giovani Lo Celso,17.0,ar ARG,LM,26-201,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,a0255c67,Manu Morlanes,20.0,es ESP,CM,23-288,70.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,14fb8217,7460ca0d,Daniel Parejo,10.0,es ESP,CM,33-194,20.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,14fb8217,963829d0,Manu Trigueros,14.0,es ESP,CM,31-010,90.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,14fb8217,b8a642fc,Samuel Chukwueze,11.0,ng NGA,RM,23-158,90.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,14fb8217,11b9265b,Alberto Moreno,18.0,es ESP,LB,30-114,64.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
UEFA Europa Conference League,14fb8217,608f2092,Johan Mojica,12.0,co COL,LB,30-067,26.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,14fb8217,0abc51f2,Jorge Cuenca,5.0,es ESP,CB,22-344,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0
UEFA Europa Conference League,14fb8217,fbd6378b,Aïssa Mandi,23.0,dz ALG,CB,31-005,90.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0
UEFA Europa Conference League,14fb8217,e5d01ecf,Kiko Femenía,2.0,es ESP,RB,31-267,90.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
UEFA Europa Conference League,14fb8217,e358587b,Pepe Reina,1.0,es ESP,GK,40-057,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,27d7453c,Tomer Hemed,17.0,il ISR,FW,35-178,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,14fb8217,d94653be,Magomed-Shapi Suleymanov,93.0,ru RUS,FW,22-315,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,cffc5348,Eugene Ansah,13.0,gh GHA,FW,27-315,71.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,830a34ec,Astrit Seljmani,21.0,xk KVX,FW,25-045,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
UEFA Europa Conference League,14fb8217,31daff3a,Dor Micha,10.0,il ISR,LM,30-239,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,dde7068b,Ramzi Safouri,7.0,il ISR,LM,27-006,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,14fb8217,70d9bd4d,Shay Elias,19.0,il ISR,CM,23-244,90.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0
UEFA Europa Conference League,14fb8217,a7dbd292,Eden Shamir,20.0,il ISR,CM,27-124,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,3.0,3.0,5.0,0.0
UEFA Europa Conference League,14fb8217,3a4e124d,Tomer Yosefi,15.0,il ISR,RM,23-267,60.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,14fb8217,655d956b,Rotem Hatuel,77.0,il ISR,RM,24-198,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,14fb8217,9a34c46d,Hélder Lopes,22.0,pt POR,LB,33-296,90.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
UEFA Europa Conference League,14fb8217,15b949ab,Miguel Vítor,4.0,il ISR,CB,33-119,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0
UEFA Europa Conference League,14fb8217,f25a8b99,Eyad Abu Abaid,5.0,il ISR,CB,27-300,90.0,4.0,2.0,4.0,0.0,0.0,3.0,5.0,60.0,2.0,3.0,3.0,0.0,4.0,8.0,2.0,0.0
UEFA Europa Conference League,14fb8217,a517aa82,Sagiv Yehezkel,11.0,il ISR,RB,27-220,81.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
UEFA Europa Conference League,14fb8217,8d8ce00e,Roy Maman,16.0,il ISR,RB,18-357,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,14fb8217,78c513b3,Omri Glazer,55.0,il ISR,GK,26-230,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,ea19e14d,Dominik Fitz,36.0,at AUT,FW,23-133,90.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,c8cfb04d,Georg Teigl,39.0,at AUT,FW,31-260,59.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,efc13588,James Holland,8.0,au AUS,FW,33-165,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,f44849e6,Manuel Polster,11.0,at AUT,LM,19-308,71.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0
UEFA Europa Conference League,8f1f5662,7a2725c7,Ibrahima Dramé,44.0,sn SEN,LM,21-021,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,a681baa0,Manfred Fischer,30.0,at AUT,CM,27-082,90.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,bce728e1,Matthias Braunöder,23.0,at AUT,CM,20-214,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0
UEFA Europa Conference League,8f1f5662,723b19c7,Haris Tabakovic,25.0,ch SUI,CM,28-129,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,b1e202b4,Can Keles,7.0,at AUT,RM,21-055,88.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
UEFA Europa Conference League,8f1f5662,4b263158,Dario Kreiker,47.0,at AUT,RM,19-293,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,dc6fde5e,Marvin da Graça,66.0,lu LUX,LB,27-252,90.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,0.0
UEFA Europa Conference League,8f1f5662,7336628,Matteo Meisl,40.0,at AUT,CB,21-304,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0
UEFA Europa Conference League,8f1f5662,63291385,Lucas Galvão,3.0,br BRA,CB,31-127,90.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,3.0,5.0,6.0,0.0
UEFA Europa Conference League,8f1f5662,06a10001,Reinhold Ranftl,26.0,at AUT,RB,30-276,90.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0
UEFA Europa Conference League,8f1f5662,1940be91,Christian Früchtl,1.0,de GER,GK,22-272,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,0c3057a9,Mikael Ishak,9.0,se SWE,FW,29-210,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,8f1f5662,73d30c88,Artur Sobiech,90.0,pl POL,FW,32-137,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,5a80aea3,Michał Skóraś,21.0,pl POL,LM,22-254,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0
UEFA Europa Conference League,8f1f5662,0aebf20f,Radosław Murawski,22.0,pl POL,CM,28-188,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,e0a1f4eb,Jesper Karlström,6.0,se SWE,CM,27-128,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,fdfc4523,Filip Szymczak,17.0,pl POL,RM,20-174,73.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,69986380,Heorhii Tsitaishvili,14.0,ge GEO,RM,21-343,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,a5f35865,Nika Kvekveskiri,30.0,ge GEO,DM,30-151,87.0,3.0,1.0,1.0,2.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
UEFA Europa Conference League,8f1f5662,ebc533e5,João Amaral,24.0,pt POR,DM,31-050,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,8f1f5662,276cce2e,Pedro Rebocho,5.0,pt POR,LB,27-277,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
UEFA Europa Conference League,8f1f5662,d3bd981b,Antonio Milić,16.0,hr CRO,CB,28-231,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0
UEFA Europa Conference League,8f1f5662,d665d581,Ľubomír Šatka,37.0,sk SVK,CB,26-329,90.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0
UEFA Europa Conference League,8f1f5662,273cdcb1,Joel Pereira,2.0,pt POR,RB,26-029,90.0,4.0,2.0,4.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0
UEFA Europa Conference League,8f1f5662,93b95f72,Filip Bednarek,35.0,pl POL,GK,30-031,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,a1a72063,7cdda3bf,Gaëtan Laborde,24.0,fr FRA,FW,28-177,90.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,a1a72063,57e3f0c7,Nicolas Pépé,29.0,ci CIV,FW,27-151,88.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,a1a72063,75438a9a,Mattia Viti,42.0,it ITA,CB,20-276,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,02bcaf8e,Bilal Brahimi,14.0,dz ALG,"LM,CM",22-227,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,a1a72063,7d9397f8,Khéphren Thuram-Ulie,19.0,fr FRA,CM,21-215,80.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,a1a72063,4a5e83ad,Alexis Beka Beka,21.0,fr FRA,CM,21-212,10.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,a1a72063,2b471f99,Mario Lemina,99.0,ga GAB,CM,29-056,90.0,3.0,0.0,2.0,1.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0
UEFA Europa Conference League,a1a72063,f9d5908e,Hicham Boudaoui,28.0,dz ALG,"RM,FW",23-034,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,a1a72063,1ddbc7ca,Melvin Bard,26.0,fr FRA,LB,21-355,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
UEFA Europa Conference League,a1a72063,fd2bc67d,Dante,4.0,br BRA,CB,39-009,90.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
UEFA Europa Conference League,a1a72063,1a6b7ea4,Pablo Rosario,8.0,nl NED,CB,25-293,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
UEFA Europa Conference League,a1a72063,6a827d8e,Youcef Atal,20.0,dz ALG,RB,26-163,80.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
UEFA Europa Conference League,a1a72063,3.322E+299,Antoine Mendy,33.0,fr FRA,RB,18-153,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,db87a2c4,Marcin Bułka,90.0,pl POL,GK,23-023,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,57aa4158,Ricardo Jorge Pires Gomes,11.0,cv CPV,FW,30-313,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,e59c9d0d,Samed Baždar,14.0,rs SRB,FW,18-269,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,1264796e,Queensy Menig,9.0,nl NED,LW,27-069,70.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,a1a72063,3f67a646,Nikola Terzić,36.0,rs SRB,LW,22-029,20.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,a1a72063,d07e3b41,Fousseni Diabaté,18.0,ml MLI,RW,27-009,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,a1a72063,1464072,Aleksandar Lutovac,97.0,rs SRB,RW,25-121,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,c44a1d58,Bibras Natkho,10.0,il ISR,"AM,DM",34-251,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0
UEFA Europa Conference League,a1a72063,874d7a32,Ljubomir Fejsa,15.0,rs SRB,DM,34-074,45.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
UEFA Europa Conference League,a1a72063,999f20b3,Kristijan Belic,40.0,rs SRB,DM,21-216,45.0,6.0,4.0,2.0,4.0,0.0,5.0,9.0,55.6,4.0,3.0,1.0,2.0,1.0,7.0,0.0,0.0
UEFA Europa Conference League,a1a72063,6e2b12b5,Hamidou Traoré,8.0,ml MLI,DM,26-020,60.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,a1a72063,f0e3b343,Andrija Pavlović,20.0,rs SRB,AM,28-345,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a1a72063,418befe0,Slobodan Urošević,72.0,rs SRB,LB,28-195,90.0,5.0,5.0,4.0,1.0,0.0,3.0,7.0,42.9,4.0,2.0,0.0,2.0,0.0,5.0,6.0,0.0
UEFA Europa Conference League,a1a72063,eee84d49,Igor Vujačić,5.0,me MNE,CB,28-080,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0
UEFA Europa Conference League,a1a72063,bb31def4,Svetozar Marković,6.0,rs SRB,CB,22-218,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,2.0,5.0,0.0
UEFA Europa Conference League,a1a72063,7054badb,Marko Živković,17.0,rs SRB,RB,28-163,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
UEFA Europa Conference League,a1a72063,919b0211,Aleksandar Popović,41.0,rs SRB,GK,38-359,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,e7aa9d7c,Fábio Silva,99.0,pt POR,FW,20-100,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,4f0fbd15,Francis Amuzu,7.0,be BEL,LW,23-065,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,b06a7ae9,Julien Duranville,59.0,be BEL,LW,16-175,15.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,f754c59e,Lior Refaelov,11.0,il ISR,RW,36-184,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,f4adf2cd,Mario Stroeykens,29.0,be BEL,RW,18-028,30.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,6b71ba6c,Yari Verschaeren,10.0,be BEL,AM,21-107,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,45bdedc8,Kristian Arnstad,61.0,no NOR,DM,19-050,90.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
UEFA Europa Conference League,a6e11e4b,bf309d24,Amadou Diawara,21.0,gn GUI,DM,25-102,60.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,552e00b9,Majeed Ashimeru,18.0,gh GHA,DM,25-017,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,b28edf04,Moussa N'Diaye,5.0,sn SEN,LB,20-131,90.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,4.0,7.0,2.0,0.0
UEFA Europa Conference League,a6e11e4b,875898c7,Wesley Hoedt,4.0,nl NED,CB,28-235,90.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,ba23a904,Jan Vertonghen,14.0,be BEL,CB,35-186,90.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0
UEFA Europa Conference League,a6e11e4b,349cae8f,Michael Amir Murillo,62.0,pa PAN,RB,26-258,89.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,1.0,0.0
UEFA Europa Conference League,a6e11e4b,4867dea1,Hendrik Van Crombrugge,30.0,be BEL,GK,29-180,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,1b3e82bb,Ioan Dumiter,13.0,ro ROU,FW,23-200,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,eb9bcb88,Andrea Compagno,96.0,it ITA,FW,26-188,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
UEFA Europa Conference League,a6e11e4b,a31206f0,Octavian-George Popescu,10.0,ro ROU,LM,19-304,63.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,7.0,1.0,0.0
UEFA Europa Conference League,a6e11e4b,a9440c25,Florinel Coman,7.0,ro ROU,LM,24-200,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,9a129e64,Darius Olaru,27.0,ro ROU,CM,24-238,45.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,a6e11e4b,accada69,Eduard Radaslavescu,80.0,ro ROU,CM,18-089,45.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
