Tournament,Match ID,Player ID,Player,Number,Nation,Pos,Age,Min,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Serie A,e9413955,ac7e640b,Mattia Caldara,31.0,it ITA,CB,27-137,90.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0
Serie A,e9413955,eb0ec070,Pasquale Mazzocchi,7.0,it ITA,RB,26-054,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0
Serie A,e9413955,14a96e1c,Niki Mäenpää,1.0,fi FIN,GK,36-239,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e9413955,38d9ce53,Janis Antiste,22.0,fr FRA,FW,19-032,76.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Serie A,e9413955,d697a2d0,Suf Podgoreanu,17.0,il ISR,"LW,FW",19-242,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
Serie A,e9413955,f9758dae,Emmanuel Gyasi,11.0,gh GHA,"LW,RW,LM",27-251,90.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Serie A,e9413955,d3298c99,Daniele Verde,10.0,it ITA,"RW,RM",25-091,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e9413955,a4948e67,M'Bala Nzola,18.0,ao ANG,FW,25-032,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Serie A,e9413955,957e4c87,Giulio Maggiore,25.0,it ITA,"AM,CM",23-191,77.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0
Serie A,e9413955,0d077b88,Mehdi Bourabia,6.0,ma MAR,DM,30-043,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Serie A,e9413955,da5a981b,Jacopo Sala,7.0,it ITA,DM,29-288,69.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0
Serie A,e9413955,7703afb6,Rey Manaj,9.0,al ALB,"AM,DM,FW",24-207,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Serie A,e9413955,eb76987d,Salvador Ferrer,21.0,es ESP,"DM,CM",23-241,90.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0
Serie A,e9413955,1ac232b8,Simone Bastoni,20.0,it ITA,LB,24-318,90.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0
Serie A,e9413955,cf961d8d,Dimitris Nikolaou,43.0,gr GRE,CB,23-037,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
Serie A,e9413955,0fee6bda,Martin Erlic,28.0,hr CRO,CB,23-238,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,e9413955,d8800a46,Petko Hristov,15.0,bg BUL,CB,22-202,68.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
Serie A,e9413955,bcc81786,Kelvin Amian,27.0,fr FRA,RB,23-223,90.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,7.0,7.0,0.0
Serie A,e9413955,cc1a0c57,Jeroen Zoet,1.0,nl NED,GK,30-256,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,4431aed2,Ciro Immobile,17.0,it ITA,FW,31-211,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,928e3270,9f1893b9,Felipe Anderson,7.0,br BRA,"LW,RW",28-157,87.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
Serie A,928e3270,919dd4b1,Raúl Moro,27.0,es ESP,RW,18-288,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,3ca7254a,Pedro,9.0,es ESP,RW,34-053,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,928e3270,d85c238b,Mattia Zaccagni,20.0,it ITA,LW,26-095,26.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Serie A,928e3270,5294a83f,Luis Alberto,10.0,es ESP,LM,28-356,87.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Serie A,928e3270,fdf4b948,Jean-Daniel Akpa-Akpro,8.0,ci CIV,LM,28-343,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,4c78b5ed,Lucas Leiva,6.0,br BRA,CM,34-253,64.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Serie A,928e3270,ba3d3bea,Danilo Cataldi,32.0,it ITA,CM,27-044,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,4e6dbac4,Sergej Milinković-Savić,21.0,rs SRB,RM,26-204,90.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Serie A,928e3270,2f3452eb,Elseid Hysaj,23.0,al ALB,LB,27-211,90.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0
Serie A,928e3270,b96b595c,Francesco Acerbi,33.0,it ITA,CB,33-221,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0
Serie A,928e3270,15d0c248,Luiz Felipe,3.0,it ITA,CB,24-181,90.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Serie A,928e3270,02caf6e0,Manuel Lazzari,29.0,it ITA,RB,27-294,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,d4535821,Adam Marušić,77.0,me MNE,RB,28-337,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,e358587b,Pepe Reina,25.0,es ESP,GK,39-019,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,509a4ccb,Keita Baldé,9.0,sn SEN,FW,26-195,73.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Serie A,928e3270,7ec7738e,Gastón Pereiro,20.0,uy URU,FW,26-100,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,81255c03,João Pedro,10.0,it ITA,FW,29-194,87.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0
Serie A,928e3270,d37b0350,Leonardo Pavoletti,30.0,it ITA,FW,32-297,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,7f267d66,Alessandro Deiola,14.0,it ITA,CM,26-049,90.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,6.0,0.0
Serie A,928e3270,7fac99d4,Răzvan Marin,8.0,ro ROU,CM,25-119,90.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
Serie A,928e3270,95facda1,Nahitan Nández,18.0,uy URU,CM,25-265,90.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Serie A,928e3270,f45f9427,Dalbert Henrique,29.0,br BRA,WB,28-011,55.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0
Serie A,928e3270,217875a4,Sebastian Walukiewicz,40.0,pl POL,"CB,WB",21-167,35.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0
Serie A,928e3270,e94d79e3,Martín Cáceres,4.0,uy URU,WB,34-165,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
Serie A,928e3270,ca3db240,Gabriele Zappa,25.0,it ITA,WB,21-271,34.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
Serie A,928e3270,5efc5389,Charalambos Lykogiannis,22.0,gr GRE,"CB,WB",27-332,73.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0
Serie A,928e3270,e3756e72,Raoul Bellanova,12.0,it ITA,WB,21-125,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,928e3270,f7e2af2c,Andrea Carboni,44.0,it ITA,CB,20-227,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0
Serie A,928e3270,7d50454d,Luca Ceppitelli,23.0,it ITA,CB,32-039,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,3.0,3.0,5.0,0.0
Serie A,928e3270,f554e29b,Alessio Cragno,28.0,it ITA,GK,27-083,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Serie A,ae8f060f,343c0d52,Giovanni Simeone,99.0,ar ARG,FW,26-076,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,d4931a5a,Nikola Kalinić,9.0,hr CRO,FW,33-257,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,54e53b7e,Gianluca Caprari,10.0,it ITA,AM,28-051,77.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0
Serie A,ae8f060f,b85bf253,Martin Hongla,78.0,cm CMR,AM,23-187,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,ae8f060f,01efac19,Antonín Barák,7.0,cz CZE,AM,26-290,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,bb376bed,Ivan Ilić,14.0,rs SRB,CM,20-186,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,4.0,4.0,5.0,0.0
Serie A,ae8f060f,88895312,Daniel Bessa,24.0,it ITA,CM,28-248,63.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Serie A,ae8f060f,8da74c05,Adrien Tameze,61.0,cm CMR,CM,27-227,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,5128bde4,Darko Lazović,8.0,rs SRB,WB,31-004,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Serie A,ae8f060f,3f5f38fb,Nicolò Casale,16.0,it ITA,WB,23-217,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Serie A,ae8f060f,aae9d04a,Davide Faraoni,5.0,it ITA,WB,29-329,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,d9624b51,Federico Ceccherini,17.0,it ITA,CB,29-131,45.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Serie A,ae8f060f,cce9f582,Giangiacomo Magnani,23.0,it ITA,CB,25-350,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Serie A,ae8f060f,f1f1f238,Koray Günter,21.0,de GER,CB,27-034,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,5.0,0.0
Serie A,ae8f060f,16bb656a,Paweł Dawidowicz,27.0,pl POL,CB,26-122,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,2.0,4.0,0.0
Serie A,ae8f060f,c1d95617,Lorenzo Montipò,96.0,it ITA,GK,25-211,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,f586779e,Tammy Abraham,9.0,eng ENG,FW,23-352,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,ae8f060f,57469b2d,Eldor Shomurodov,14.0,uz UZB,LW,26-082,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Serie A,ae8f060f,dd0daf32,Henrikh Mkhitaryan,77.0,am ARM,"CM,LM",32-241,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,9907b1c8,Nicolò Zaniolo,22.0,it ITA,RW,22-079,65.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Serie A,ae8f060f,d3aaad90,Stephan El Shaarawy,92.0,it ITA,"WB,FW",28-327,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,4a5a45c7,Lorenzo Pellegrini,7.0,it ITA,"AM,CM",25-092,90.0,3.0,2.0,1.0,2.0,0.0,1.0,5.0,20.0,4.0,3.0,0.0,3.0,1.0,4.0,2.0,0.0
Serie A,ae8f060f,4a56052c,Jordan Veretout,17.0,fr FRA,DM,28-202,65.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
Serie A,ae8f060f,a8f21b9f,Carles Pérez,11.0,es ESP,"WB,RM",23-215,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,16657b95,Bryan Cristante,4.0,it ITA,"DM,CM",26-200,90.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0
Serie A,ae8f060f,aded8e6f,Riccardo Calafiori,13.0,it ITA,LB,19-123,76.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0
Serie A,ae8f060f,64e8ed6d,Borja Mayoral,21.0,es ESP,FW,24-167,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ae8f060f,82efe6fa,Roger Ibanez,3.0,br BRA,CB,22-300,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0
Serie A,ae8f060f,5aa53281,Gianluca Mancini,23.0,it ITA,CB,25-155,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0
Serie A,ae8f060f,9f84febe,Rick Karsdorp,2.0,nl NED,RB,26-220,76.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Serie A,ae8f060f,b6964eb6,Chris Smalling,6.0,eng ENG,CB,31-301,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,ae8f060f,79b0d6a0,Rui Patrício,1.0,pt POR,GK,33-216,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e1ba445c,129af0db,Álvaro Morata,9.0,es ESP,FW,28-331,65.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,e1ba445c,3d50bcdb,Moise Kean,18.0,it ITA,FW,21-203,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e1ba445c,e0921a4f,Paulo Dybala,10.0,ar ARG,FW,27-308,78.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
Serie A,e1ba445c,df3cda47,Dejan Kulusevski,44.0,se SWE,FW,21-147,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e1ba445c,8794e251,Adrien Rabiot,25.0,fr FRA,LM,26-169,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Serie A,e1ba445c,a8a874f1,Manuel Locatelli,27.0,it ITA,CM,23-254,90.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,60.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
Serie A,e1ba445c,3b8674e6,Rodrigo Bentancur,30.0,uy URU,CM,24-086,90.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0
Serie A,e1ba445c,0ab1f153,Juan Cuadrado,11.0,co COL,RM,33-116,71.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Serie A,e1ba445c,b0f7e36c,Federico Chiesa,22.0,it ITA,RM,23-329,19.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Serie A,e1ba445c,0d82903c,Alex Sandro,12.0,br BRA,LB,30-236,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,e1ba445c,e85fb9b8,Giorgio Chiellini,3.0,it ITA,CB,37-036,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0
Serie A,e1ba445c,52ec54d0,Leonardo Bonucci,19.0,it ITA,CB,34-141,90.0,4.0,1.0,1.0,3.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
Serie A,e1ba445c,94b2001f,Danilo,6.0,br BRA,RB,30-066,90.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Serie A,e1ba445c,01b8a2b2,Wojciech Szczęsny,1.0,pl POL,GK,31-154,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e1ba445c,536cebe5,Ante Rebić,12.0,hr CRO,FW,27-363,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Serie A,e1ba445c,20730eae,Rafael Leão,17.0,pt POR,LW,22-101,90.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
Serie A,e1ba445c,ee251371,Alexis Saelemaekers,56.0,be BEL,RW,22-084,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Serie A,e1ba445c,e288d4b3,Alessandro Florenzi,25.0,it ITA,RW,30-192,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,e1ba445c,407feb71,Brahim Díaz,10.0,es ESP,AM,22-047,89.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Serie A,e1ba445c,801831fe,Daniel Maldini,27.0,it ITA,AM,19-343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,e1ba445c,05e19d6a,Franck Kessié,79.0,ci CIV,DM,24-274,62.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
Serie A,e1ba445c,db092d3b,Ismaël Bennacer,4.0,dz ALG,DM,23-292,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,e1ba445c,0db169ae,Sandro Tonali,8.0,it ITA,DM,21-134,90.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Serie A,e1ba445c,d4c9725f,Theo Hernández,19.0,fr FRA,LB,23-348,90.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,e1ba445c,3ead85f9,Alessio Romagnoli,13.0,it ITA,CB,26-250,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,e1ba445c,8b8a56ce,Simon Kjær,24.0,dk DEN,CB,32-177,34.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Serie A,e1ba445c,85f7d1be,Pierre Kalulu,20.0,fr FRA,RB,21-106,56.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
Serie A,e1ba445c,7edfbb8a,Fikayo Tomori,23.0,eng ENG,"CB,RB",23-274,90.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
Serie A,e1ba445c,fcb38f57,Mike Maignan,16.0,fr FRA,GK,26-078,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,f3741324,39583cfd,Gerard Deulofeu,10.0,es ESP,FW,27-191,63.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Serie A,f3741324,ed5c0319,Beto,9.0,gw GNB,FW,23-232,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,f3741324,62437b4f,Ignacio Pussetto,23.0,ar ARG,FW,25-273,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0
Serie A,f3741324,75f2c59f,Roberto Pereyra,37.0,ar ARG,CM,30-256,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Serie A,f3741324,22bfb57e,Jean-Victor Makengo,6.0,fr FRA,CM,23-100,27.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,f3741324,26db8853,Walace,11.0,br BRA,CM,26-169,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0
Serie A,f3741324,963a328b,Tolgay Arslan,5.0,de GER,CM,31-035,71.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,f3741324,217c93a1,Lazar Samardzic,24.0,de GER,CM,19-208,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,f3741324,f91e81c9,Jens Stryger Larsen,19.0,dk DEN,WB,30-211,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Serie A,f3741324,8abd0c03,Marvin Zeegelaar,4.0,nl NED,WB,31-039,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,f3741324,23610943,Nahuel Molina,16.0,ar ARG,WB,23-167,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
Serie A,f3741324,28f66c2e,Brandon Soppy,93.0,fr FRA,WB,19-211,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
